"";"Cod_Municipio";"Nome_Municipio";"Populacao";"desp_aluno_mat";"Indicador";"CO_MUNICIPIO";"CO_ENTIDADE";"IN_LOCAL_FUNC_PREDIO_ESCOLAR";"IN_LOCAL_FUNC_SALAS_EMPRESA";"IN_LOCAL_FUNC_SOCIOEDUCATIVO";"IN_LOCAL_FUNC_UNID_PRISIONAL";"IN_LOCAL_FUNC_PRISIONAL_SOCIO";"IN_LOCAL_FUNC_TEMPLO_IGREJA";"IN_LOCAL_FUNC_CASA_PROFESSOR";"IN_LOCAL_FUNC_GALPAO";"IN_AGUA_FILTRADA";"IN_AGUA_REDE_PUBLICA";"IN_AGUA_POCO_ARTESIANO";"IN_AGUA_CACIMBA";"IN_AGUA_FONTE_RIO";"IN_AGUA_INEXISTENTE";"IN_ENERGIA_REDE_PUBLICA";"IN_ENERGIA_INEXISTENTE";"IN_LABORATORIO_INFORMATICA";"IN_QUADRA_ESPORTES";"IN_BIBLIOTECA";"IN_SALA_LEITURA";"IN_INTERNET";"IN_BANDA_LARGA";"IN_ALIMENTACAO";"UF";"Nome_Escola";"Indicador_Escola";"num_matriculas"
"7351";"2103000";"Caxias";161926;6720,34224255539;3,47692307692308;2103000;21158606;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UIM ALDERICO MACHADO";3,4;526
"7352";"2103000";"Caxias";161926;6720,34224255539;3,47692307692308;2103000;21158070;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;"MA";"UIM RENATO VILA NOVA";3,5;641
"7353";"2103000";"Caxias";161926;6720,34224255539;3,47692307692308;2103000;21158673;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;"MA";"UIM CORONEL GERVASIO COSTA";3,6;587
"7354";"2103000";"Caxias";161926;6720,34224255539;3,47692307692308;2103000;21158851;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"MA";"UNIDADE INTEGRADA MUNICIPAL GOVERNADOR PEDRO NEIVA DE SANTANA";4,3;893
"7355";"2103000";"Caxias";161926;6720,34224255539;3,47692307692308;2103000;21156263;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"MA";"UI MUL JOAQUIM FRANCISCO DE SOUSA";2,9;185
"7356";"2103000";"Caxias";161926;6720,34224255539;3,47692307692308;2103000;21158649;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;"MA";"UEM APOLONIO FACUNDES DE SOUSA";2,7;176
"7357";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15112594;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;1;1;"PA";"E M E F JARBAS GONCALVES PASSARINHO";3,2;1333
"7358";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15529819;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E F BELO PROGRESSO";4;206
"7359";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15112691;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;"PA";"E M E F JOSE INOCENTE JUNIOR";3,1;1305
"7360";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15149749;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;1;1;"PA";"E M E I F VALDECI LIMA SOARES";3,6;1157
"7361";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15112357;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;"PA";"E M E F BOM JESUS";2,8;123
"7362";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15106144;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;1;1;"PA";"EMEF ANTONIO BRAGA E CHAVES";3,6;900
"7363";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15112217;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;"PA";"E M E F AFONSO PENA";2,7;210
"7364";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15587100;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E F SAO FRANCISCO";2,6;823
"7365";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15104320;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;1;1;"PA";"EMEF IRMA MARIA TEREZA TORNE ROIG";3,1;765
"7366";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15551024;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E F GENTIL COHEN";2,4;268
"7367";"1503705";"Itupiranga";51806;6868,70318142307;3,11818181818182;1503705;15538427;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;"PA";"E M E F VINICIUS DE MORAES";3,2;693
"7368";"2901700";"Antônio Cardoso";12200;9019,87966228893;3;2901700;29090792;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"BA";"ESCOLA MUNICIPAL GREGORIO SOUZA ESTRELA";3,8;182
"7369";"2901700";"Antônio Cardoso";12200;9019,87966228893;3;2901700;29090466;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"BA";"ESC MUNICIPAL COSTA E SILVA";2,9;133
"7370";"2901700";"Antônio Cardoso";12200;9019,87966228893;3;2901700;29090342;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;1;"BA";"CENTRO EDUCACIONAL PROFESSOR FERNANDO BARREIROS DANTAS";2,3;521
"7371";"2922409";"Mutuípe";22917;8746,16883446712;3,8;2922409;29367352;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"BA";"COLEGIO DOUTOR JULIVAL REBOUCAS";3,8;1584
"7372";"3162252";"São João da Lagoa";4922;9133,49742627346;2,2;3162252;31085332;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;1;1;"MG";"EM DR JOSE CARLOS DE LIMA";2,2;147
"7373";"2413409";"Serra Negra do Norte";8175;8819,3028604119;4;2413409;24033804;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RN";"E M ARTHEPHIO BEZERRA DA CUNHA";4;391
"7374";"1100379";"Alto Alegre dos Parecis";13993;7906,00554263566;3,63333333333333;1100379;11025050;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;"RO";"EMEF MARCELO GAMA";4;213
"7375";"1100379";"Alto Alegre dos Parecis";13993;7906,00554263566;3,63333333333333;1100379;11040947;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;"RO";"EMEF EDUCANDARIO PAULO FREIRE";4,8;588
"7376";"1100379";"Alto Alegre dos Parecis";13993;7906,00554263566;3,63333333333333;1100379;11024712;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;"RO";"EMEF FERNANDO SABINO";2,1;203
"7377";"1500701";"Anajás";28012;5268,9990847501;3;1500701;15024369;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;"PA";"E M E F DAVID GONCALVES";3;228
"7378";"1500701";"Anajás";28012;5268,9990847501;3;1500701;15024520;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;1;0;0;1;"PA";"E M E F MARIA IRANEDE COUTINHO";3,3;847
"7379";"1500701";"Anajás";28012;5268,9990847501;3;1500701;15024482;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;"PA";"E M E F LAURA DE PAIVA MESQUITA";3,8;165
"7380";"1500701";"Anajás";28012;5268,9990847501;3;1500701;15024571;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;"PA";"E M E F PARAISO DO ARAMA";2,1;246
"7381";"1500701";"Anajás";28012;5268,9990847501;3;1500701;15024300;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;"PA";"E M E F BERNARDINO CARDOSO";3,1;211
"7382";"1500701";"Anajás";28012;5268,9990847501;3;1500701;15537846;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;"PA";"E M E F BOAS NOVAS DO CURURU";2,7;136
"7383";"4321436";"Terra de Areia";10783;10659,6593514644;4,35;4321436;43206662;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"RS";"EMEF PROFESSOR LAERTSAN TAVARES CARVALHO";4,8;656
"7384";"4321436";"Terra de Areia";10783;10659,6593514644;4,35;4321436;43154913;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;"RS";"EMEF MARECHAL MASCARENHAS DE MORAIS";3,9;604
"7385";"2413607";"Severiano Melo";3517;8554,51672131147;4,6;2413607;24019844;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"RN";"ESCOLA MUNICIPAL RICARDO SERGIO DE LUCENA MELO";4,6;384
"7386";"4301107";"Arroio dos Ratos";14255;9405,84696488294;4,56666666666667;4301107;43016383;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"RS";"EMEF OSVALDO CRUZ";3,8;789
"7387";"4301107";"Arroio dos Ratos";14255;9405,84696488294;4,56666666666667;4301107;43016375;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF MIGUEL COUTO";4,8;941
"7388";"4301107";"Arroio dos Ratos";14255;9405,84696488294;4,56666666666667;4301107;43016421;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF SANTA RITA DE CASSIA";5,1;622
"7389";"4321451";"Teutônia";30846;12744,7897785811;4,86;4321451;43155472;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF PROFESSOR ALFREDO SCHNEIDER";5,1;451
"7390";"4321451";"Teutônia";30846;12744,7897785811;4,86;4321451;43155456;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF 24 DE MAIO";4,1;565
"7391";"4321451";"Teutônia";30846;12744,7897785811;4,86;4321451;43155448;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN LEOPOLDO KLEPKER";5,8;590
"7392";"4321451";"Teutônia";30846;12744,7897785811;4,86;4321451;43155430;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF PROFESSOR TEOBALDO CLOSS";4,6;680
"7393";"4321451";"Teutônia";30846;12744,7897785811;4,86;4321451;43155464;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"RS";"EMEF PROFESSOR GUILHERME SOMMER";4,7;452
"7394";"3200706";"Atílio Vivacqua";11335;7946,03538085255;5,5;3200706;32075340;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"ES";"ESCOLA MUNICIPAL DE EDUCACAO BASICA BENEDITO SAMPAIO";5,5;250
"7395";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21149356;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;"MA";"EM MACAUBA I";2,8;447
"7396";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21149313;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"MA";"EM MACARANDUBA I";3,4;708
"7397";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21191137;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"MA";"EM POCO COMPRIDO I";3,6;417
"7398";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21150141;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM CONCEICAO I";3,2;315
"7399";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21196011;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;"MA";"EM NOVO AREAL I";3,4;939
"7400";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21149682;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;"MA";"EM TRESIDELA I";3,5;1037
"7401";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21149127;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;"MA";"EM PAU DE ESTOPA I";3,7;219
"7402";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21231265;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;0;1;0;1;"MA";"COMPLEXO EDUCACIONAL DO ENSINO FUNDAMENTAL";3,4;1390
"7403";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21191107;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM BACABALZINHO I";3,4;271
"7404";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21209057;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM FAZENDINHA";2,9;137
"7405";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21210446;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM ESPIRITO SANTO";3,2;165
"7406";"2103604";"Coroatá";64123;5726,07823127925;3,3;2103604;21238677;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;"MA";"EM ALTO ALEGRE DOS MARANHENSES";3,1;452
"7407";"2105351";"Itaipava do Grajaú";15817;7797,0992246102;4;2105351;21122008;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM NATALINO RIBEIRO";4,6;258
"7408";"2105351";"Itaipava do Grajaú";15817;7797,0992246102;4;2105351;21119538;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"MA";"EM DOM PEDRO II - CREOLIZINHO";3,8;531
"7409";"2105351";"Itaipava do Grajaú";15817;7797,0992246102;4;2105351;21121214;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM SAO FRANCISCO - GALILEIA";3,6;202
"7410";"2110104";"Santa Quitéria do Maranhão";25192;6337,50186197917;2,55;2110104;21135363;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;"MA";"UE DOM JAIME CAMARA";2,4;132
"7411";"2110104";"Santa Quitéria do Maranhão";25192;6337,50186197917;2,55;2110104;21135355;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"MA";"UE ANTONIO MONTEIRO";2,7;404
"7412";"2110104";"Santa Quitéria do Maranhão";25192;6337,50186197917;2,55;2110104;21029415;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UE SAGRADO CORACAO DE JESUS";2,6;102
"7413";"2110104";"Santa Quitéria do Maranhão";25192;6337,50186197917;2,55;2110104;21135258;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;"MA";"UE CLEMENTE LOPES DE CALDAS";2,5;203
"7414";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15100537;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;1;1;1;"PA";"E M E F MAGALHAES BARATA";4,4;430
"7415";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15101053;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;1;"PA";"E M E F BRIG HAROLDO COIMBRA VELOSO";3,6;873
"7416";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15101134;1;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;1;"PA";"E M E F CORONEL RAIMUNDO PEREIRA BRASIL";3,8;822
"7417";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15101738;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;1;"PA";"ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL ENGENHEIRO FRANCISCO BARROS";4;899
"7418";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15100588;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;0;0;1;"PA";"E M E F MARIA OLIVEIRA DE MENDONCA";4;1291
"7419";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15101185;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;"PA";"ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CESAR ALMEIDA";4,3;1194
"7420";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15100383;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;1;1;1;"PA";"E M E F ENG FERNANDO GUILHON";4,1;1092
"7421";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15100502;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;1;1;1;"PA";"E M E F JOAQUIM CAETANO CORREA";3,1;577
"7422";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15149358;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;"PA";"E M E F MARIA DA CONSOLACAO DE MENDONCA CERQUEIRA";4,4;598
"7423";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15102190;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;1;"PA";"E M E I F A MAO COOPERADORA";4,8;691
"7424";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15586359;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;"PA";"E M E F MARECHAL RONDON";5,6;504
"7425";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15552730;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;1;"PA";"E M E I F MARIA APARECIDA DE SOUZA COSTA";4,3;681
"7426";"1503606";"Itaituba";98485;6373,11992496163;4,16923076923077;1503606;15100570;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;"PA";"E M E F INTEGRACAO NACIONAL";3,8;860
"7427";"3157807";"Santa Luzia";217610;8083,97559001977;4,43333333333333;3157807;31333107;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"ESCOLA MUNICIPAL DR OSWALDO FERREIRA";4,3;721
"7428";"3157807";"Santa Luzia";217610;8083,97559001977;4,43333333333333;3157807;31013412;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"MG";"ESCOLA MUNICIPAL DULCE VIANA DE ASSIS MOREIRA";4,5;846
"7429";"3157807";"Santa Luzia";217610;8083,97559001977;4,43333333333333;3157807;31245852;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;"MG";"ESCOLA MUNICIPAL MARIA JOSE DE BRITO CARVALHO";4,5;778
"7430";"3135357";"Japonvar";8664;8643,34474358974;4,25;3135357;31084344;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MG";"EM SAO SEBASTIAO";3,5;400
"7431";"3135357";"Japonvar";8664;8643,34474358974;4,25;3135357;31084328;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;"MG";"EM AUREA RODRIGUES AGUIAR";3,8;468
"7432";"3135357";"Japonvar";8664;8643,34474358974;4,25;3135357;31084395;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MG";"EM N SRA APARECIDA";4,6;600
"7433";"3135357";"Japonvar";8664;8643,34474358974;4,25;3135357;31084417;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM SAO JOSE";5,1;320
"7434";"3159407";"Santa Rita de Ibitipoca";3580;10406,6398939929;4,55;3159407;31016101;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;1;1;"MG";"EM MARIANO RODRIGUES";5,6;49
"7435";"3159407";"Santa Rita de Ibitipoca";3580;10406,6398939929;4,55;3159407;31016110;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"MG";"EM DE PARAISO GARCIA";3,5;72
"7436";"2509008";"Manaíra";11094;9017,24409615385;4,1;2509008;25035754;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"PB";"EMEF SEBASTIANA DINO";4,1;143
"7437";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15097153;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;"PA";"E M E I F DR ABEL CHAVES - SEDE";2,6;588
"7438";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15160734;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;"PA";"EMEF JOSE ALDO GONCALVES";2,8;612
"7439";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15098907;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E I F DONA JULIA PASSARINHO - S J GURUPI";2,6;202
"7440";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15169600;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;"PA";"EMEF VALDEMAR OLIVEIRA BARROS";3,4;329
"7441";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15099059;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E F D ROSA CAVALCANTE";2,5;205
"7442";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15572463;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;"PA";"E M E F ANIVALDO JUVENIL DO VALE";3,7;370
"7443";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15098800;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;1;0;0;1;"PA";"E M E F JOAO DAMASCENO FURTADO - BRACO VERDE";2,7;157
"7444";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15530159;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E I F VALENTINA RAMOS SANTIAGO - BASILIA";2,1;258
"7445";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15097935;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;"PA";"E M E F FERNANDO GUILHON - JUCARAL";2,6;158
"7446";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15558223;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;1;"PA";"E M E F ANA DUTRA DE SOUZA VALE";4;506
"7447";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15099210;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;"PA";"E M E I F MANOEL FURTADO - ITAMBA";2,1;189
"7448";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15098869;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E F THEMISTOCLES RAMOS BOGEA - ACAITEUA";2,3;727
"7449";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15169618;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;"PA";"EMEF ANTONIO PESSOA BARROS";3,3;312
"7450";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15097498;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E I F MESTRE JOSE RIBEIRO - PIQUIATEUA";2,3;408
"7451";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15097730;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E I F EM BITEUA";3,2;242
"7452";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15099202;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;"PA";"E M E I F GREGORIO SILVA COELHO - ITA ACU";2,3;219
"7453";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15558258;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;"PA";"E M E F PEDRO CARNEIRO - CURUPAITI";3,5;199
"7454";"1508308";"Viseu";59401;5853,29695371367;2,82777777777778;1508308;15099091;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;"PA";"E M E I F EM LUCELINA DE FATIMA SANTOS CENTRO ALEGRE";2,9;350
"7455";"2516607";"Tavares";14615;7922,18913639071;4,18;2516607;25037676;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;1;1;"PB";"EEIF SEBASTIAO BARROS";4,8;305
"7456";"2516607";"Tavares";14615;7922,18913639071;4,18;2516607;25037536;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;"PB";"EEIF MARIA ROSA DA CONCEICAO";3,8;216
"7457";"2516607";"Tavares";14615;7922,18913639071;4,18;2516607;25037498;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;1;1;"PB";"EEIF JOSE NASCIMENTO DA SILVA";5,1;180
"7458";"2516607";"Tavares";14615;7922,18913639071;4,18;2516607;25037439;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"PB";"ESCOLA REUNIDA DE EIFM NORMAL PADRE TAVARES";4,1;1270
"7459";"2516607";"Tavares";14615;7922,18913639071;4,18;2516607;25037510;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;"PB";"EEIF MARIA AMELIA DA CONCEICAO";3,1;224
"7460";"2612802";"Santa Terezinha";11682;5940,45371721049;4,35;2612802;26019809;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;"PE";"ESCOLA MUL TOBIAS NUNES DE LIRA";4,9;252
